date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
02:38:10	27892/27892	---M-Z	200	added ('OK')	text/css	etag:%226cf4-5e20a0223bc40-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-17299.css?ver=1655907497	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-172991380.css	(from https://saveukraine.org/ua/)
02:38:10	31048/31048	---M-Z	200	added ('OK')	text/css	etag:%227948-5dc3f90ec2a00-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-17435.css?ver=1649540456	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-17435b240.css	(from https://saveukraine.org/ua/)
02:38:10	14844/14844	---M-Z	200	added ('OK')	text/css	etag:%2239fc-5e1a5afb0b440-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-17388.css?ver=1655476617	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-17388a9f6.css	(from https://saveukraine.org/ua/)
02:38:11	74872/74872	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:38:10%20GMT	https://saveukraine.org/wp-json/wp/v2/pages/17299	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/wp/v2/pages/17299.json	(from https://saveukraine.org/ua/)
02:38:11	3478/3478	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:38:11%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2Fua%2F	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed3c10.json	(from https://saveukraine.org/ua/)
02:38:12	3726/3726	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Feb%202024%2001:38:11%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2Fua%2F&format=xml	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed5ad1	(from https://saveukraine.org/ua/)
02:38:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Feb%202024%2001:38:12%20GMT	https://saveukraine.org/uk/pro-nas	C:/My%20Web%20Sites/pels/saveukraine.org/uk/pro-nas	(from https://saveukraine.org/ua/)
02:38:13	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Feb%202024%2001:38:12%20GMT	https://saveukraine.org/uk/	C:/My%20Web%20Sites/pels/saveukraine.org/uk/index.html	(from https://saveukraine.org/ua/)
02:38:14	132711/132711	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:13%20GMT	https://saveukraine.org/ua/pro-nas	C:/My%20Web%20Sites/pels/saveukraine.org/ua/pro-nas.html	(from https://saveukraine.org/ua/)
02:38:14	178741/178741	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:13%20GMT	https://saveukraine.org/ua/zrobyty-vnesok	C:/My%20Web%20Sites/pels/saveukraine.org/ua/zrobyty-vnesok.html	(from https://saveukraine.org/ua/)
02:38:15	136607/136607	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:14%20GMT	https://saveukraine.org/ua/inshi-sposoby-dopomohy	C:/My%20Web%20Sites/pels/saveukraine.org/ua/inshi-sposoby-dopomohy.html	(from https://saveukraine.org/ua/)
02:38:15	131672/131672	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:14%20GMT	https://saveukraine.org/ua/aktsii-na-pidtrymku-ukrainy	C:/My%20Web%20Sites/pels/saveukraine.org/ua/aktsii-na-pidtrymku-ukrainy.html	(from https://saveukraine.org/ua/)
02:38:16	154351/154351	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:15%20GMT	https://saveukraine.org/ua/volonterstvo	C:/My%20Web%20Sites/pels/saveukraine.org/ua/volonterstvo.html	(from https://saveukraine.org/ua/)
02:38:17	133702/133702	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:16%20GMT	https://saveukraine.org/ua/doluchaisya-do-international-legion	C:/My%20Web%20Sites/pels/saveukraine.org/ua/doluchaisya-do-international-legion.html	(from https://saveukraine.org/ua/)
02:38:17	131474/131474	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:16%20GMT	https://saveukraine.org/ua/kontakty	C:/My%20Web%20Sites/pels/saveukraine.org/ua/kontakty.html	(from https://saveukraine.org/ua/)
02:38:18	114620/114620	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:38:17%20GMT	https://saveukraine.org/ua/humanitarna-dopomoha-ukraini	C:/My%20Web%20Sites/pels/saveukraine.org/ua/humanitarna-dopomoha-ukraini	(from https://saveukraine.org/ua/)
02:38:19	1087/1087	---M-Z	200	added ('OK')	application/rss+xml	etag:%229b3d46354e0ef64e711442fb83725034-gzip%22	https://saveukraine.org/pl/feed	C:/My%20Web%20Sites/pels/saveukraine.org/pl/feed	(from https://saveukraine.org/pl/)
02:38:19	113621/113621	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:38:18%20GMT	https://saveukraine.org/pl/comments/feed	C:/My%20Web%20Sites/pels/saveukraine.org/pl/comments/feed	(from https://saveukraine.org/pl/)
02:38:20	27892/27892	---M-Z	200	added ('OK')	text/css	etag:%226cf4-5e20c7734fec0-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-19647.css?ver=1655918051	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-196473c66.css	(from https://saveukraine.org/pl/)
02:38:20	20300/20300	---M-Z	200	added ('OK')	text/css	etag:%224f4c-5dd2926ecbd00-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-19691.css?ver=1650543700	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-19691f9b0.css	(from https://saveukraine.org/pl/)
02:38:20	14766/14766	---M-Z	200	added ('OK')	text/css	etag:%2239ae-5e1a5b13d6ec0-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-19687.css?ver=1655476643	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-196875625.css	(from https://saveukraine.org/pl/)
02:38:21	63971/63971	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:38:20%20GMT	https://saveukraine.org/wp-json/wp/v2/pages/19647	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/wp/v2/pages/19647.json	(from https://saveukraine.org/pl/)
02:38:21	2747/2747	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:38:21%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2Fpl%2F	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed5d70.json	(from https://saveukraine.org/pl/)
02:38:22	2843/2843	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Feb%202024%2001:38:21%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2Fpl%2F&format=xml	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embedd955	(from https://saveukraine.org/pl/)
02:38:23	122402/122402	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:22%20GMT	https://saveukraine.org/pl/o-nas	C:/My%20Web%20Sites/pels/saveukraine.org/pl/o-nas.html	(from https://saveukraine.org/pl/)
02:38:23	167691/167691	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:22%20GMT	https://saveukraine.org/pl/przekaz-darowizne	C:/My%20Web%20Sites/pels/saveukraine.org/pl/przekaz-darowizne.html	(from https://saveukraine.org/pl/)
02:38:24	125355/125355	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:23%20GMT	https://saveukraine.org/pl/dodatkowe-sposoby-pomocy	C:/My%20Web%20Sites/pels/saveukraine.org/pl/dodatkowe-sposoby-pomocy.html	(from https://saveukraine.org/pl/)
02:38:24	121884/121884	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:23%20GMT	https://saveukraine.org/pl/wiec-poparcia-dla-ukrainy	C:/My%20Web%20Sites/pels/saveukraine.org/pl/wiec-poparcia-dla-ukrainy.html	(from https://saveukraine.org/pl/)
02:38:25	142914/142914	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:24%20GMT	https://saveukraine.org/pl/wolontariat	C:/My%20Web%20Sites/pels/saveukraine.org/pl/wolontariat.html	(from https://saveukraine.org/pl/)
02:38:25	123430/123430	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:24%20GMT	https://saveukraine.org/pl/miedzynarodowy-legion-obrony-terytorialnej-ukrainy	C:/My%20Web%20Sites/pels/saveukraine.org/pl/miedzynarodowy-legion-obrony-terytorialnej-ukrainy.html	(from https://saveukraine.org/pl/)
02:38:26	122407/122407	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:25%20GMT	https://saveukraine.org/pl/kontakt	C:/My%20Web%20Sites/pels/saveukraine.org/pl/kontakt.html	(from https://saveukraine.org/pl/)
02:38:26	1087/1087	---M-Z	200	added ('OK')	application/rss+xml	etag:%229b3d46354e0ef64e711442fb83725034-gzip%22	https://saveukraine.org/it/feed	C:/My%20Web%20Sites/pels/saveukraine.org/it/feed	(from https://saveukraine.org/it/)
02:38:27	112889/112889	---MCZ	404	error ('Not%20Found')	text/html	date:Thu,%2022%20Feb%202024%2001:38:26%20GMT	https://saveukraine.org/it/comments/feed	C:/My%20Web%20Sites/pels/saveukraine.org/it/comments/feed	(from https://saveukraine.org/it/)
02:38:28	27908/27908	---M-Z	200	added ('OK')	text/css	etag:%226d04-5e208766ca280-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-19948.css?ver=1655900858	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-199483fcc.css	(from https://saveukraine.org/it/)
02:38:28	30920/30920	---M-Z	200	added ('OK')	text/css	etag:%2278c8-5e1938dccbac0-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-20164.css?ver=1655398739	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-20164b9d7.css	(from https://saveukraine.org/it/)
02:38:28	14620/14620	---M-Z	200	added ('OK')	text/css	etag:%22391c-5e1a690b2a200-gzip%22	https://saveukraine.org/wp-content/uploads/elementor/css/post-20550.css?ver=1655480392	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/elementor/css/post-20550eff4.css	(from https://saveukraine.org/it/)
02:38:29	63261/63261	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:38:28%20GMT	https://saveukraine.org/wp-json/wp/v2/pages/19948	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/wp/v2/pages/19948.json	(from https://saveukraine.org/it/)
02:38:29	2715/2715	---MCZ	200	added ('OK')	application/json	date:Thu,%2022%20Feb%202024%2001:38:28%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2Fit%2F	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed130e.json	(from https://saveukraine.org/it/)
02:38:30	2808/2808	---M-Z	200	added ('OK')	text/xml	date:Thu,%2022%20Feb%202024%2001:38:29%20GMT	https://saveukraine.org/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fsaveukraine.org%2Fit%2F&format=xml	C:/My%20Web%20Sites/pels/saveukraine.org/wp-json/oembed/1.0/embed62af	(from https://saveukraine.org/it/)
02:38:30	130312/130312	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:29%20GMT	https://saveukraine.org/it/%d1%81hi-siamo	C:/My%20Web%20Sites/pels/saveukraine.org/it/%d1%81hi-siamo.html	(from https://saveukraine.org/it/)
02:38:31	174663/174663	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:30%20GMT	https://saveukraine.org/it/donazioni-ucraina	C:/My%20Web%20Sites/pels/saveukraine.org/it/donazioni-ucraina.html	(from https://saveukraine.org/it/)
02:38:31	5332/5332	---M-Z	200	added ('OK')	image/svg+xml	etag:%2214d4-5dd291e1a7000-gzip%22	https://saveukraine.org/wp-content/uploads/2022/04/generous.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/04/generous.svg	(from https://saveukraine.org/it/)
02:38:32	132688/132688	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:31%20GMT	https://saveukraine.org/it/come-aiutare-ucraina	C:/My%20Web%20Sites/pels/saveukraine.org/it/come-aiutare-ucraina.html	(from https://saveukraine.org/it/)
02:38:32	129435/129435	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:31%20GMT	https://saveukraine.org/it/manifestazioni-ucraina	C:/My%20Web%20Sites/pels/saveukraine.org/it/manifestazioni-ucraina.html	(from https://saveukraine.org/it/)
02:38:33	150393/150393	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:32%20GMT	https://saveukraine.org/it/volontariato	C:/My%20Web%20Sites/pels/saveukraine.org/it/volontariato.html	(from https://saveukraine.org/it/)
02:38:34	130737/130737	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:33%20GMT	https://saveukraine.org/it/legione-internazionale-ucraina	C:/My%20Web%20Sites/pels/saveukraine.org/it/legione-internazionale-ucraina.html	(from https://saveukraine.org/it/)
02:38:34	130103/130103	---MCZ	200	added ('OK')	text/html	date:Thu,%2022%20Feb%202024%2001:38:33%20GMT	https://saveukraine.org/it/contatti	C:/My%20Web%20Sites/pels/saveukraine.org/it/contatti.html	(from https://saveukraine.org/it/)
02:38:34	0/0	---MC-	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Feb%202024%2001:38:34%20GMT	https://saveukraine.org/it	C:/My%20Web%20Sites/pels/saveukraine.org/it	(from https://saveukraine.org/it/)
02:38:35	1450/1450	---M--	200	added ('OK')	image/png	etag:%225aa-5d958754ec800%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-quote.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-quote.png	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:36	306/306	---M-Z	200	added ('OK')	image/svg+xml	etag:%22132-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse-testimonial.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse-testimonial.svg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:36	348/348	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215c-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse47.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse47.svg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:36	346/346	---M-Z	200	added ('OK')	image/svg+xml	etag:%2215a-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse46.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse46.svg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:37	523/523	---M--	200	added ('OK')	image/png	etag:%2220b-5d958754ec800%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/icon7.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/icon7.png	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:37	345/345	---M-Z	200	added ('OK')	image/svg+xml	etag:%22159-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse48.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/cls-ellipse48.svg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:37	857/857	---M-Z	200	added ('OK')	image/svg+xml	etag:%22359-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/search-light.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/search-light.svg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:38	1966/1966	---M-Z	200	added ('OK')	image/svg+xml	etag:%227ae-5d958754ec800-gzip%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/heart-light.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/heart-light.svg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/elements.css?ver=5.9.9)
02:38:38	48791/48791	---M--	200	added ('OK')	image/jpeg	etag:%22be97-5d958754ec800%22	https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/bg-pattern.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/images/bg-pattern.jpg	(from https://saveukraine.org/wp-content/plugins/bearsthemes-addons/assets/css/give.css?ver=5.9.9)
02:38:38	1360/1360	---M-Z	200	added ('OK')	text/css	etag:%22550-5c7b38317c600-gzip%22	https://saveukraine.org/wp-content/themes/alone/fonts/font.css	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/themes/alone/fonts/font.css	(from https://saveukraine.org/wp-content/themes/alone/style.css?ver=7.4)
02:38:39	6537/6537	---M-Z	200	added ('OK')	text/css	etag:%221989-5c981e74b7700-gzip%22	https://saveukraine.org/wp-content/themes/alone/css/normalize.css	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/themes/alone/css/normalize.css	(from https://saveukraine.org/wp-content/themes/alone/style.css?ver=7.4)
02:38:39	85593/85593	---M-Z	200	added ('OK')	text/css	etag:%2214e59-611ee0bd00015-gzip%22	https://saveukraine.org/wp-content/themes/alone/css/alone-main.css	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/themes/alone/css/alone-main.css	(from https://saveukraine.org/wp-content/themes/alone/style.css?ver=7.4)
02:38:39	209496/209496	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%2233258-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.14.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.eot	(from https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
02:38:40	92216/92216	---MCZ	200	added ('OK')	font/woff2	etag:%2216838-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff2?5.14.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff2	(from https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
02:38:40	112952/112952	---MCZ	200	added ('OK')	font/woff	etag:%221b938-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.woff?5.14.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.woff	(from https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
02:38:41	209336/209336	---MCZ	200	added ('OK')	font/ttf	etag:%22331b8-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.ttf?5.14.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.ttf	(from https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
02:38:41	315628/315628	---MCZ	200	added ('OK')	image/svg+xml	etag:%224d0ec-5d958756d4c80-gzip%22	https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.svg?5.14.0	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/fonts/eiconsdc2c.svg	(from https://saveukraine.org/wp-content/plugins/elementor/assets/lib/eicons/css/elementor-icons.min.css?ver=5.14.0)
02:38:41	86882/86882	---M--	200	added ('OK')	image/jpeg	etag:%2215362-5d9cb408b1b00%22	https://saveukraine.org/wp-content/uploads/2022/03/hero_bg.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/hero_bg.jpg	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:41	22311/22311	---M--	200	added ('OK')	image/png	etag:%225727-5d9cc5e9608c0%22	https://saveukraine.org/wp-content/uploads/2022/03/bg-1.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/bg-1.png	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:42	21103/21103	---M--	200	added ('OK')	image/png	etag:%22526f-5d9cc39de9ec0%22	https://saveukraine.org/wp-content/uploads/2022/03/bg_2.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/bg_2.png	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:42	25464/25464	---M--	200	added ('OK')	image/png	etag:%226378-5d9cc681f70c0%22	https://saveukraine.org/wp-content/uploads/2022/03/bg-31.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/bg-31.png	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:43	24565/24565	---M--	200	added ('OK')	image/png	etag:%225ff5-5d9cc3b0fcbc0%22	https://saveukraine.org/wp-content/uploads/2022/03/bg_4.png	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/bg_4.png	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:43	101309/101309	---M--	200	added ('OK')	image/jpeg	etag:%2218bbd-5d9dbb4dcfcc0%22	https://saveukraine.org/wp-content/uploads/2022/03/hsl-bg-video.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/hsl-bg-video.jpg	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:43	150299/150299	---M--	200	added ('OK')	image/jpeg	etag:%2224b1b-5d9e0a377ea80%22	https://saveukraine.org/wp-content/uploads/2022/03/bg_events.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/bg_events.jpg	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:44	47296/47296	---M--	200	added ('OK')	image/jpeg	etag:%22b8c0-5d9e0c379e2c0%22	https://saveukraine.org/wp-content/uploads/2022/03/bg_events_phone-1.jpg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/uploads/2022/03/bg_events_phone-1.jpg	(from https://saveukraine.org/wp-content/uploads/elementor/css/post-6267.css?ver=1655900716)
02:38:44	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22207aa-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.eot	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.eot	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
02:38:44	133034/133034	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:%22207aa-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.eot?	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400d41d.eot	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
02:38:45	76612/76612	---MCZ	200	added ('OK')	font/woff2	etag:%2212b44-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.woff2	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.woff2	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
02:38:45	89824/89824	---MCZ	200	added ('OK')	font/woff	etag:%2215ee0-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.woff	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.woff	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
02:38:45	132728/132728	---MCZ	200	added ('OK')	font/ttf	etag:%2220678-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.ttf	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.ttf	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
02:38:46	715890/715890	---MCZ	200	added ('OK')	image/svg+xml	etag:%22aec72-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.svg	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-brands-400.svg	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
02:38:46	34390/34390	---M-Z	200	added ('OK')	application/vnd.ms-fontobject	etag:%228656-5d95880742cc0-gzip%22	https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-regular-400.eot	C:/My%20Web%20Sites/pels/saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/webfonts/fa-regular-400.eot	(from https://saveukraine.org/wp-content/plugins/ubermenu/assets/fontawesome/css/all.min.css?ver=5.9.9)
